Ticker,Name,Exchange,exchangeDisplay,Type,TypeDisplay
^R1VPREOD,Russell 1000 Value Price - EOD,WCB,Chicago Board Options Exchange,I,Index
^R25I,Russell 2500,WCB,Chicago Board Options Exchange,I,Index
^R25IG,Russell 2500 Growth,WCB,Chicago Board Options Exchange,I,Index
^R25ITR,Russell 2500 Total Return,WCB,Chicago Board Options Exchange,I,Index
^R2PREOD,Russell 2000 Price - EOD,WCB,Chicago Board Options Exchange,I,Index
^R2GRGSHC,Russell 2000 Growth Health Care,WCB,Chicago Board Options Exchange,I,Index
^R25IV,Russell 2500 Value,WCB,Chicago Board Options Exchange,I,Index
^R2GBIOTR,Russell 2000 Growth Biotechnolo,WCB,Chicago Board Options Exchange,I,Index
^R2DIVGRP,Russell 2000 Dividend Growth Pr,WCB,Chicago Board Options Exchange,I,Index
^R2RGSTEC,Russell 2000 Technology,WCB,Chicago Board Options Exchange,I,Index
^R2RGSHC,Russell 2000 Health Care,WCB,Chicago Board Options Exchange,I,Index
^R3DIVGRP,Russell 3000 Dividend Growth Pr,WCB,Chicago Board Options Exchange,I,Index
^R3PREOD,Russell 3000 Price - EOD,WCB,Chicago Board Options Exchange,I,Index
^R3RGSHC,Russell 3000 RGS Health Care,WCB,Chicago Board Options Exchange,I,Index
^R3RGSTECTR,Russell 3000 RGS Technology Tot,WCB,Chicago Board Options Exchange,I,Index
^R3RGSCOALT,Russell 3000 RGS Ind: Coal Tota,WCB,Chicago Board Options Exchange,I,Index
^R3GPREOD,Russell 3000 Growth Price - EOD,WCB,Chicago Board Options Exchange,I,Index
^R3RGSCSTR,Russell 3000 RGS Consumer Stapl,WCB,Chicago Board Options Exchange,I,Index
^R3RGSUTTR,Russell 3000 RGS Utilities Tota,WCB,Chicago Board Options Exchange,I,Index
^R3RGSTEC,Russell 3000 RGS Technology,WCB,Chicago Board Options Exchange,I,Index
^R3VDYTR,Russell 3000 Value-Dynamic TR,WCB,Chicago Board Options Exchange,I,Index
R4.MC,"Renta 4 Banco, S.A.",YHD,Industry,S,Equity
R4E.L,reach4entertainment enterprises plc,LSE,London,S,Equity
R4M.F,Raven Property Group Limited,FRA,Frankfurt,S,Equity
R4Q.MU,RPCG PCL -FOREIGN-  BA 1,MUN,Munich,S,Equity
ES0113117016.MC,R4 MGTION 3 FI/PT PROM GLB B,MCE,Madrid Stock Exchange CATS,M,Fund
R4JP.DE,EB.REXX J.P. 2.5-5.5Y.TR.,GER,XETRA,I,Index
R4Y.F,Rockhopper Exploration plc,FRA,Frankfurt,S,Equity
R4U.SG,PT Radiant Utama Interinsco Tbk,STU,Stuttgart,S,Equity
R4U.MU,PT RADIANT UTAM.I.T.RP100,MUN,Munich,S,Equity
R4Q.SG,RPCG PCL Reg. Shares (Foreign) ,STU,Stuttgart,S,Equity
R5X.SG,AcelRx Pharmaceuticals Inc. Reg,STU,Stuttgart,S,Equity
R5X.MU,"ACELRX PHARMACEUT. DL-,01",MUN,Munich,S,Equity
R5X.F,"AcelRx Pharmaceuticals, Inc.",FRA,Frankfurt,S,Equity
R5WP.MU,TRILLIUM THERAPEUTICS,MUN,Munich,S,Equity
R5WP.F,Trillium Therapeutics Inc.,FRA,Frankfurt,S,Equity
R5WP.BE,TRILLIUM THERAPEUTICS,BER,Berlin,S,Equity
R5R.BE,REY RESOURCES LTD,BER,Berlin,S,Equity
R5JP.DE,EB.REXX J.P.5.5-10.5Y.TR.,GER,XETRA,I,Index
R5JK.DE,EB.REXX J.P.5.5-10.5Y.PR.,GER,XETRA,I,Index
R5IA.MU,ROCHESTER RES,MUN,Munich,S,Equity
R6C.DE,Royal Dutch Shell plc,GER,XETRA,S,Equity
R6C3.DE,Royal Dutch Shell plc,GER,XETRA,S,Equity
R6C.F,Royal Dutch Shell plc,FRA,Frankfurt,S,Equity
R6C.SG,Royal Dutch Shell Reg. Shares C,STU,Stuttgart,S,Equity
R6C1.F,Royal Dutch Shell plc,YHD,Industry,S,Equity
R6C.HM,ROYAL DUTCH SHELL A EO-07,HAM,Hamburg,S,Equity
R6C3.MU,ROYAL DUTCH SHELL B EO-07,MUN,Munich,S,Equity
R6C3.BE,ROYAL DUTCH SHELL B EO-07,BER,Berlin,S,Equity
R6N.F,Retail Estates N.V.,FRA,Frankfurt,S,Equity
R6G.SG,Redfin Corporation Registered S,STU,Stuttgart,S,Equity
R7I.SG,Renewables Infrastructure Grp R,STU,Stuttgart,S,Equity
R7Y1.F,"CARDIOVASCULAR SY.DL-,001",FRA,Frankfurt,S,Equity
R7X2.MU,MANDALAY RES CORP. NEW,MUN,Munich,S,Equity
R7X2.F,Mandalay Resources Corporation,FRA,Frankfurt,S,Equity
R7M1.F,RT Minerals Corp,FRA,Frankfurt,S,Equity
R7I.F,The Renewables Infrastructure Group Limited,FRA,Frankfurt,S,Equity
R7H1.MU,REDEFINE PROP.,MUN,Munich,E,ETF
R7H1.BE,REDEFINE PROP.,BER,Berlin,E,ETF
R7G.MU,RIOCAN REAL ESTATE INV.,MUN,Munich,E,ETF
R7G.F,RioCan Real Estate Investment Trust,YHD,Industry,E,ETF
R8L.F,Volt Resources Limited,FRA,Frankfurt,S,Equity
R8JT.DE,EB.REXX GO.GER.7.5-10.5PR,GER,XETRA,I,Index
R8B.F,RMB Holdings Limited,FRA,Frankfurt,S,Equity
R8Q1.MU,MAGNETITE MINES LTD,MUN,Munich,S,Equity
R8Q1.BE,MAGNETITE MINES LTD,BER,Berlin,S,Equity
R8P.F,RAK Petroleum plc,FRA,Frankfurt,S,Equity
R8JX.DE,EB.REXX JU.PFB.7.5-10.5PR,GER,XETRA,I,Index
R8JW.DE,EB.REXX JU.PFB.7.5-10.5TR,GER,XETRA,I,Index
R8JV.DE,EB.REXX JU.PFB.5.5-7.5PR,GER,XETRA,I,Index
R8JU.DE,EB.REXX JU.PFB.5.5-7.5TR,GER,XETRA,I,Index
R9U2.SG,Green Thumb Industries Inc. Reg,STU,Stuttgart,S,Equity
R9U2.MU,GREEN THUMB INDS,MUN,Munich,S,Equity
R90.SG,ROCKWOOL INTERNATIONAL A/S Navn,STU,Stuttgart,S,Equity
R9N.SG,Razor Energy Corp. Registered S,STU,Stuttgart,S,Equity
R90.F,ROCKWOOL International A/S,FRA,Frankfurt,S,Equity
R9U2.F,Green Thumb Industries Inc.,YHD,Industry,S,Equity
R9N.F,Razor Energy Corp.,FRA,Frankfurt,S,Equity
R9L1.F,Exantas Capital Corp.,FRA,Frankfurt,S,Equity
R9HA.F,China Dili Group,YHD,Industry,S,Equity
R9G.MU,GAIA METALS CORP.,MUN,Munich,S,Equity
RSL2.F,R. STAHL AG,FRA,Frankfurt,S,Equity
RE.L,R.E.A. Holdings plc,LSE,London,S,Equity
RE-B.L,R.E.A. Holdings plc,YHD,Industry,S,Equity
DLLN.SG,R.R. Donnelley & Sons Company,STU,Stuttgart,S,Equity
RSL2.DE,R. Stahl AG,GER,XETRA,S,Equity
512565.BO,R.T.EXPORTS LTD.,BSE,Bombay,S,Equity
524691.BO,R.S.PETROCHEMICALS LTD.,BSE,Bombay,S,Equity
531700.BO,R.S CORPORATION LTD.,BSE,Bombay,S,Equity
S3930.MC,R.A.M. Investments SICAV SA,MCE,Madrid Stock Exchange CATS,M,Fund
SA,Seabridge Gold Inc.,NYQ,NYSE,S,Equity
SAVE,"Spirit Airlines, Inc.",NMS,NASDAQ,S,Equity
CRM,"salesforce.com, inc.",NYQ,NYSE,S,Equity
SNY,Sanofi,NMS,NASDAQ,S,Equity
SABR,Sabre Corporation,NMS,NASDAQ,S,Equity
SSL,Sasol Limited,NYQ,NYSE,S,Equity
SAVA,"Cassava Sciences, Inc.",NMS,NASDAQ,S,Equity
SRPT,"Sarepta Therapeutics, Inc.",NMS,NASDAQ,S,Equity
SGMO,"Sangamo Therapeutics, Inc.",NGM,NASDAQ,S,Equity
SAN,"Banco Santander, S.A.",NYQ,NYSE,S,Equity
SB,"Safe Bulkers, Inc.",NYQ,NYSE,S,Equity
SBRA,"Sabra Health Care REIT, Inc.",NMS,NASDAQ,S,Equity
SBSW,Sibanye Stillwater Limited,NYQ,NYSE,S,Equity
SBAC,SBA Communications Corporation,NGM,NASDAQ,S,Equity
SBGI,"Sinclair Broadcast Group, Inc.",NMS,NASDAQ,S,Equity
SBOW,"SilverBow Resources, Inc.",NYQ,NYSE,S,Equity
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo - SABESP,NYQ,NYSE,S,Equity
SBLK,Star Bulk Carriers Corp.,NMS,NASDAQ,S,Equity
SC,Santander Consumer USA Holdings Inc.,NYQ,NYSE,S,Equity
SLB,Schlumberger Limited,NYQ,NYSE,S,Equity
SCHW,The Charles Schwab Corporation,NYQ,NYSE,S,Equity
SCO,ProShares UltraShort Bloomberg Crude Oil,NYQ,NYSE,E,ETF
SDGR,"Schrodinger, Inc.",NGM,NASDAQ,S,Equity
SCHD,Schwab U.S. Dividend Equity ETF,NYQ,NYSE,E,ETF
SGMS,Scientific Games Corporation,NMS,NASDAQ,S,Equity
SWPPX,Schwab S&P 500 Index Fund,NAS,NASDAQ,M,Fund
SCI,Service Corporation International,NYQ,NYSE,S,Equity
SMG,The Scotts Miracle-Gro Company,NYQ,NYSE,S,Equity
SD,"SandRidge Energy, Inc.",NYQ,NYSE,S,Equity
SDC,"SmileDirectClub, Inc.",NYS,NYSE,S,Equity
SDS,ProShares UltraShort S&P500,NYQ,NYSE,E,ETF
SDOW,ProShares UltraPro Short Dow30,NYQ,NYSE,E,ETF
SDY,SPDR S&P Dividend ETF,NYQ,NYSE,E,ETF
SDRL,Seadrill Limited,NYQ,NYSE,S,Equity
SDOG,ALPS Sector Dividend Dogs ETF,NYQ,NYSE,E,ETF
SE,Sea Limited,NYS,NYSE,S,Equity
SEDG,"SolarEdge Technologies, Inc.",NAS,NASDAQ,S,Equity
STX,Seagate Technology plc,NMS,NASDAQ,S,Equity
SLS,"SELLAS Life Sciences Group, Inc.",NMS,NASDAQ,S,Equity
SRE,Sempra Energy,NYQ,NYSE,S,Equity
SVC,Service Properties Trust,NMS,NASDAQ,S,Equity
SEAS,"SeaWorld Entertainment, Inc.",NYQ,NYSE,S,Equity
SESN,"Sesen Bio, Inc.",NGM,NASDAQ,S,Equity
SF,Stifel Financial Corp.,NYQ,NYSE,S,Equity
SFIX,"Stitch Fix, Inc.",NMS,NASDAQ,S,Equity
SFTBY,SoftBank Group Corp.,PNK,OTC Markets,S,Equity
SFL,SFL Corporation Ltd.,NYQ,NYSE,S,Equity
SFM,"Sprouts Farmers Market, Inc.",NMS,NASDAQ,S,Equity
SFET,Safe-T Group Ltd,NMS,NASDAQ,S,Equity
SFTBF,SoftBank Group Corp.,PNK,OTC Markets,S,Equity
SFNC,Simmons First National Corporation,NMS,NASDAQ,S,Equity
SFBS,"ServisFirst Bancshares, Inc.",NMS,NASDAQ,S,Equity
SG,"Sirius International Insurance Group, Ltd.",NMS,NASDAQ,S,Equity
SGEN,"Seattle Genetics, Inc.",NMS,NASDAQ,S,Equity
SGOL,Aberdeen Standard Gold ETF Trust,ASE,NYSE MKT,E,ETF
SGBX,"SG Blocks, Inc.",PNK,OTC Markets,S,Equity
SGLB,"Sigma Labs, Inc.",NMS,NASDAQ,S,Equity
SGRY,"Surgery Partners, Inc.",NGM,NASDAQ,S,Equity
SGH,"SMART Global Holdings, Inc.",NGM,NASDAQ,S,Equity
SGMD,"Sugarmade, Inc.",PNK,OTC Markets,S,Equity
SH,ProShares Short S&P500,NYQ,NYSE,E,ETF
SHW,The Sherwin-Williams Company,NYQ,NYSE,S,Equity
SHAK,Shake Shack Inc.,NYQ,NYSE,S,Equity
SHLX,"Shell Midstream Partners, L.P.",NYQ,NYSE,S,Equity
SHY,iShares 1-3 Year Treasury Bond ETF,NGM,NASDAQ,E,ETF
SHLDQ,Sears Holdings Corporation,PNK,OTC Markets,S,Equity
SI,Silvergate Capital Corporation,NYS,NYSE,S,Equity
SPG,"Simon Property Group, Inc.",NYQ,NYSE,S,Equity
SIRI,Sirius XM Holdings Inc.,NMS,NASDAQ,S,Equity
SIX,Six Flags Entertainment Corporation,NYQ,NYSE,S,Equity
SIG,Signet Jewelers Limited,NYQ,NYSE,S,Equity
SIVB,SVB Financial Group,NMS,NASDAQ,S,Equity
SIEGY,Siemens Aktiengesellschaft,PNK,OTC Markets,S,Equity
SVM,Silvercorp Metals Inc.,ASE,NYSE MKT,S,Equity
SJB,ProShares Short High Yield,NYQ,NYSE,E,ETF
SJT,San Juan Basin Royalty Trust,NYQ,NYSE,S,Equity
SJR,Shaw Communications Inc.,NYQ,NYSE,S,Equity
SJI,"South Jersey Industries, Inc.",NYQ,NYSE,S,Equity
SJW,SJW Group,NYQ,NYSE,S,Equity
SJNK,SPDR Bloomberg Barclays Short Term High Yield Bond ETF,NYQ,NYSE,E,ETF
SJIJ,SJIJ,NYQ,NYSE,S,Equity
SJIU,"South Jersey Industries, Inc. CORP UNITS",NYQ,NYSE,S,Equity
SJMHF,SJM Holdings Limited,PNK,OTC Markets,S,Equity
SWKS,"Skyworks Solutions, Inc.",NMS,NASDAQ,S,Equity
SKT,"Tanger Factory Outlet Centers, Inc.",NYQ,NYSE,S,Equity
